address,amount
juno106ecl5h9yd53z3cgtcs7xds2dwq3hllpklp0vv,14048843.0
juno106er606gxmz9gmn77vy8ac3n33fr0aqm00v7k9,23648428.0
juno106g5e8vhgm9vu86nhnnmmetv776n0h8mgvcen3,9170242.0
juno106h5juhmegsnr4sr5ukpg23ha3z7m4z6aj5vdy,10342235.0
juno106j0glx8xwr0wdv4n5hlgl2ldt2ucpjf3chvpd,14048843.0
juno106mqnmypwadwrwn9armp04xdguep5ktjfd5mf3,14048843.0
juno106mxzrdkqy79p8ycsvyyc0h2gku47qm623h2lk,14048843.0
juno106mzm4qv5z0kxkg0km6grezlagw6h5g4hppy4h,14048843.0
juno106mzn687t60uj0n4z4w24qjsk4v2xtcewsqx62,5053423.0
juno106nggytu67ag5kxzyu6mwdtphncsewvcdw9x4k,22629.0
juno106p2v430wnzqetmstuuw8ulsqwjmfxdq3de2y3,5153461.0
juno106pjuzhqqjv8euzumepsjynaatd804qznls6u3,6370345.0
juno106rfmtx9khu9rlu3yvrallmj58yczhtgvnqaff,9650100.0
juno106rjzjxdp4m4a8kt0laafjwd8nghauq5t6sczn,470182.0
juno106t4pmer5d95nmxkge5kz3ek38352lvmqzy572,10306922.0
juno106uj5zw0txkyehz8la0rmr7hh6tue8mjyphhlc,15158249.0
juno106uqtknerk5sal8e5c7v3sya458jpcj4jn5ymx,10128026.0
juno106v0dgp92mwgerjph7aw84wwkutzuq4zdt9xtt,17743835.0
juno106vd5zcdljl6smxrx2kztjf92svw3trfqe30md,11779893.0
juno106veuzf04u2ddp355hnqs9uehqat7wre2tsjkw,7194282.0
juno106vqh8mlvmkzg7l5mee8ucfmthvejd9vl0nh5z,14048843.0
juno106y0xa2x59e5qh0m5pyvftcy5mgrxa5cfe4l2x,6030130.0
juno106ymhxaq5xkc0hv5txmg0rx8tnx9xy7r7c45ff,14048843.0
juno1070m4eng3r9dfz58g4gytce9s8z6kre2h8fwcu,13025120.0
juno1070n5e5az5lx4f8v2eemwenxmhll46wm3t5uxw,14048843.0
juno1070nwe2h5u9h6dwt73tl305f0yd25hp83zesur,7080440.0
juno10726hk07gkln8cw75kt4gfgparlkv9vk6q5asu,8171205.0
juno1074c8an6aps829sx9h36m674ky4d8jluytvr65,12361928.0
juno1077uxcufes02n6sn5s4nfzs7a26e3uh8zelt74,5557654.0
juno10792dvegqf7rwcmh60z34tqs90gjf7qla3vdck,16017618.0
juno107acmh8m56p3v2s5pun5xh9dunf2ff748wvdps,5359599.0
juno107dxhk3m0a03z3nhnq2phqnxg6cljlnhnsyele,10104825.0
juno107e4c56a7cjch7t506rn8c6qm8e7vl7gtxxu0f,24676802.0
juno107eygxkrw5plh7s08yddp95rexwswgfnak3ud7,7141484.0
juno107f2qxe8rlrpet4h2pxw64sknyrtpp4a3c2k44,8724497.0
juno107fcj5x3ngqps4weq05964na07f6z9wsj02745,8187246.0
juno107g0ll8278ses0jeq6kylfz8jk76g5wm2jfvtd,5557694.0
juno107j75tcqjp3q23dprhzc6ncv3sgkgrcca8cnsj,5077604.0
juno107jxnh0ape78ltms4plcg5nwk9rne7lvasncv3,42146530.0
juno107kpgjtc6ctvgq5gv8wxp4pydvv6c8ml28lthj,24967472.0
juno107l5gjk74sw3vqqdanck9f6ndd5s3ljuwrmdpz,7962758.0
juno107m09gnrav7sfk8awf0fdnd5dn4fdlau2pe4jh,28286340.0
juno107n2nf7fx4mx553dpngpevtpck68rnxapzersp,22356.0
juno107n5mm03l4h6vzvxl5a8c0ly5gucekhtxlp8gz,24373182.0
juno107nwycwfffylt7avx8xyxdpqzh7w5r2xw9nepz,7578582.0
juno107rjdrvhhfdf2gl8g2aauztaa42dnj2nvf0zsw,2764102.0
juno107s4f4fmae83tuv4pc2s54x96z2l4tn7533e8g,14048843.0
juno107s7ntglk205mxk7sy6ga35jdt5m6kgkuf8rrc,14048843.0
juno107t3km9mthl93axtpqfsfavkguk7333t7fge5w,5202084.0
juno107tcy3hrjedrrnfenf365e3attf0gpgkepdgxj,48142318.0
juno107tn5s5nsznzvczjf76qhsq2fwwe6j9zvkn5r0,233781825.0
juno107trmmdguv7juqeym9vm2wh8l4mulnrrej3397,14048843.0
juno107v0sj79n432a3kz6g2zrq5mye5vjpa6hlydw9,7043063.0
juno107vcd0zwh2sckwmq9dwzvf4zrvuj7z2539ycen,28097686.0
juno107vjqq2g0ksant3ga08s6am7j9pk7vwqfml8jp,80349042.0
juno107vtc5kflupjz0dfurh8x444a2xtke9l6ace85,14048843.0
juno107w5h268tgvz66z2wwr50qaz84fdctlnnzp485,5375522.0
juno107x3v5m57rfg69rhn28zsfelx3s5ty3nmlwkc8,6211028.0
juno107zcgm0j40kmz00k38wf38qw2f5ysp70lzn8y5,10200781.0
juno10824pwcdehrtd23e9sdnj3szfdqsawfg65kwtp,5064989.0
juno1082q0w0avzvgzvzwkz3hvj2xavycdfnvjh29j3,15571887.0
juno1083phchf8v8kg336nc3hax9nufzy5g6ac05knf,14048843.0
juno1083svrca4t350mphfv9x45wq9asrs60c7a585a,56195373.0
